Project_url,Project_sub,Star_count,Fork_count,Creation_date,Updated_date,Last_visited,File_path,S_object,API_name,Line_number,User_method,Misuse_type,Misuse_desc,Manual_check
"https://github.com/4thline/seamless","util","24","27","2011-10-17 14:29:44","2019-11-25 02:51:39","2020-04-09 13:36:42","util/src/main/java/org/seamless/util/RandomToken.java","1","SecureRandom","29"," void <init",,,"Accept"
"https://github.com/4thline/seamless","util","24","27","2011-10-17 14:29:44","2019-11-25 02:51:39","2020-04-09 13:36:42","util/src/main/java/org/seamless/util/io/MD5Crypt.java","0","MessageDigest","175"," java.lang.String crypt(java.lang.String,java.lang.String,java.lang.String)",,,"Accept"
"https://github.com/4thline/seamless","util","24","27","2011-10-17 14:29:44","2019-11-25 02:51:39","2020-04-09 13:36:42","util/src/main/java/org/seamless/util/io/MD5Crypt.java","0","MessageDigest","114"," java.lang.String crypt(java.lang.String,java.lang.String,java.lang.String)",,,"Accept"
"https://github.com/4thline/seamless","util","24","27","2011-10-17 14:29:44","2019-11-25 02:51:39","2020-04-09 13:36:42","util/src/main/java/org/seamless/util/io/MD5Crypt.java","0","MessageDigest","211"," java.lang.String crypt(java.lang.String,java.lang.String,java.lang.String)",,,"Accept"
"https://github.com/4thline/seamless","util","24","27","2011-10-17 14:29:44","2019-11-25 02:51:39","2020-04-09 13:36:42","util/src/main/java/org/seamless/util/io/MD5Crypt.java","0","MessageDigest","153"," java.lang.String crypt(java.lang.String,java.lang.String,java.lang.String)",,,"Accept"
"https://github.com/4thline/seamless","util","24","27","2011-10-17 14:29:44","2019-11-25 02:51:39","2020-04-09 13:36:42","util/src/main/java/org/seamless/util/io/MD5Crypt.java","0","MessageDigest","185"," java.lang.String crypt(java.lang.String,java.lang.String,java.lang.String)",,,"Accept"
"https://github.com/4thline/seamless","util","24","27","2011-10-17 14:29:44","2019-11-25 02:51:39","2020-04-09 13:36:42","util/src/main/java/org/seamless/util/io/MD5Crypt.java","0","MessageDigest","113"," java.lang.String crypt(java.lang.String,java.lang.String,java.lang.String)","		ConstraintError","			First parameter (with value ""md5"") should be any of {SHA-256, SHA-384, SHA-512}","Accept"
"https://github.com/arhs/sd-dss","apps/dss/core/dss-spi","31","19","2014-08-23 07:43:36","2019-07-02 19:39:03","2020-04-09 13:36:42","apps/dss/core/dss-spi/src/main/java/eu/europa/ec/markt/dss/validation102853/KeyStoreCertificateSource.java","0","KeyStore","143"," java.util.List populate()",,,
"https://github.com/arhs/sd-dss","apps/dss/core/dss-spi","31","19","2014-08-23 07:43:36","2019-07-02 19:39:03","2020-04-09 13:36:42","apps/dss/core/dss-spi/src/main/java/eu/europa/ec/markt/dss/validation102853/KeyStoreCertificateSource.java","0","KeyStore","144"," java.util.List populate()","		NeverTypeOfError","			Second parameter should never be of type java.lang.String.","Accept"
"https://github.com/arhs/sd-dss","apps/dss/core/dss-spi","31","19","2014-08-23 07:43:36","2019-07-02 19:39:03","2020-04-09 13:36:42","apps/dss/core/dss-spi/src/main/java/eu/europa/ec/markt/dss/DSSUtils.java","0","Signature","1273"," byte[] encrypt(java.lang.String,java.security.PrivateKey,java.io.InputStream)","		RequiredPredicateError","			First parameter was not properly generated as generated Privkey",
