me.proton.android.lumo_50.apk,monkey,1,180
me.proton.android.lumo_50.apk,monkey,1,300
me.proton.android.lumo_50.apk,monkey,2,300
me.rosuh.easywatermark_21000.apk,monkey,1,300
me.testcase.ognarviewer_25.apk,monkey,1,300
me.testcase.ognarviewer_25.apk,monkey,2,180
me.testcase.ognarviewer_25.apk,monkey,2,300
me.testcase.ognarviewer_25.apk,monkey,3,300
me.timschneeberger.rootlessjamesdsp_51.apk,monkey,1,180
me.timschneeberger.rootlessjamesdsp_51.apk,monkey,1,300
me.timschneeberger.rootlessjamesdsp_51.apk,monkey,2,180
me.timschneeberger.rootlessjamesdsp_51.apk,monkey,2,300
me.timschneeberger.rootlessjamesdsp_51.apk,monkey,3,180
me.timschneeberger.rootlessjamesdsp_51.apk,monkey,3,300
me.zhanghai.android.untracker_9.apk,monkey,1,300
me.zhanghai.android.untracker_9.apk,monkey,2,180
me.zhanghai.android.untracker_9.apk,monkey,2,300
me.zhanghai.android.untracker_9.apk,monkey,3,300
net.adhikary.mrtbuddy_24.apk,monkey,1,180
net.adhikary.mrtbuddy_24.apk,monkey,2,300
net.adhikary.mrtbuddy_24.apk,monkey,3,180
net.adhikary.mrtbuddy_24.apk,monkey,3,300
net.christianbeier.droidvnc_ng_60.apk,monkey,2,300
net.christianbeier.droidvnc_ng_60.apk,monkey,3,300
net.gaast.giggity_769.apk,monkey,1,300
net.gaast.giggity_769.apk,monkey,2,300
net.gaast.giggity_769.apk,monkey,3,180
net.gaast.giggity_769.apk,monkey,3,300
net.osmtracker_73.apk,monkey,1,300
net.osmtracker_73.apk,monkey,2,300
net.osmtracker_73.apk,monkey,3,180
net.osmtracker_73.apk,monkey,3,300
net.pfiers.osmfocus_1009013.apk,monkey,3,180
net.phbwt.paperwork_1003007.apk,monkey,1,300
nz.eloque.foss_wallet_111.apk,monkey,2,300
nz.eloque.foss_wallet_111.apk,monkey,3,180
nz.eloque.foss_wallet_111.apk,monkey,3,300
org.blackcandy.androidApp_7.apk,monkey,1,300
org.blackcandy.androidApp_7.apk,monkey,2,300
org.bombusmod_1430.apk,monkey,1,300
org.fossify.keyboard_14.apk,monkey,2,300
org.fossify.math_10.apk,monkey,2,300
org.fossify.math_10.apk,monkey,3,300
org.fossify.paint_7.apk,monkey,1,180
org.fossify.paint_7.apk,monkey,1,300
org.fossify.paint_7.apk,monkey,2,300
org.fossify.paint_7.apk,monkey,3,300
org.glpi.inventory.agent_39469.apk,monkey,2,300
org.hwyl.sexytopo_93.apk,monkey,2,300
org.isoron.uhabits_20301.apk,monkey,3,300
org.jellyfin.mobile_2060499.apk,monkey,1,300
org.jellyfin.mobile_2060499.apk,monkey,3,300
org.liberty.android.fantastischmemo_241.apk,monkey,2,300
org.liberty.android.fantastischmemo_241.apk,monkey,3,300
org.liberty.android.freeotpplus_26.apk,monkey,3,300
org.nqmgaming.aneko_34.apk,monkey,1,300
org.nqmgaming.aneko_34.apk,monkey,2,300
org.nqmgaming.aneko_34.apk,monkey,3,300
org.nsh07.pomodoro_34.apk,monkey,1,300
org.nsh07.pomodoro_34.apk,monkey,3,300
org.openhab.habdroid_589.apk,monkey,2,300
org.openhab.habdroid_589.apk,monkey,3,300
org.piepmeyer.gauguin_75.apk,monkey,1,300
org.piepmeyer.gauguin_75.apk,monkey,3,300
org.prauga.messages_8.apk,monkey,1,300
org.prauga.messages_8.apk,monkey,2,180
org.prauga.messages_8.apk,monkey,2,300
org.prauga.messages_8.apk,monkey,3,180
org.prauga.messages_8.apk,monkey,3,300
org.quantumbadger.redreader_117.apk,monkey,1,300
org.quantumbadger.redreader_117.apk,monkey,2,300
org.quantumbadger.redreader_117.apk,monkey,3,300
org.tomasino.stutter_29.apk,monkey,1,300
org.tomasino.stutter_29.apk,monkey,2,300
org.tomasino.stutter_29.apk,monkey,3,300
org.totschnig.myexpenses_858.apk,monkey,1,300
org.totschnig.myexpenses_858.apk,monkey,3,180
org.totschnig.myexpenses_858.apk,monkey,3,300
org.transdroid.lite_248.apk,monkey,2,180
org.transdroid.lite_248.apk,monkey,2,300
org.wikipedia_50595.apk,monkey,2,300
rocks.poopjournal.metadataremover_20020.apk,monkey,1,180
rocks.poopjournal.metadataremover_20020.apk,monkey,1,300
rocks.poopjournal.metadataremover_20020.apk,monkey,2,180
rocks.poopjournal.metadataremover_20020.apk,monkey,2,300
rocks.poopjournal.metadataremover_20020.apk,monkey,3,300
se.arctosoft.vault_41.apk,monkey,1,300
se.arctosoft.vault_41.apk,monkey,3,180
se.bitcraze.crazyfliecontrol2_22.apk,monkey,1,300
se.bitcraze.crazyfliecontrol2_22.apk,monkey,3,180
se.bitcraze.crazyfliecontrol2_22.apk,monkey,3,300
swati4star.createpdf_110.apk,monkey,1,300
swati4star.createpdf_110.apk,monkey,3,300
systems.sieber.droid_scep_7.apk,monkey,2,300
systems.sieber.droid_scep_7.apk,monkey,3,300
ua.acclorite.book_story_14.apk,monkey,1,180
ua.acclorite.book_story_14.apk,monkey,1,300
ua.acclorite.book_story_14.apk,monkey,2,300
ua.acclorite.book_story_14.apk,monkey,3,180
ua.com.radiokot.lnaddr2invoice_8.apk,monkey,1,300
ua.com.radiokot.lnaddr2invoice_8.apk,monkey,3,300
ua.com.radiokot.photoprism_67.apk,monkey,1,180
ua.com.radiokot.photoprism_67.apk,monkey,1,300
ua.com.radiokot.photoprism_67.apk,monkey,2,300
uk.org.ngo.squeezer_158.apk,monkey,2,300
uk.org.ngo.squeezer_158.apk,monkey,3,300
vadimerenkov.aucards_21.apk,monkey,1,300
vadimerenkov.aucards_21.apk,monkey,2,300
