id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
ALFA-MAC-01,"MacSpec EVENTS g1/g3/i1/i2/uArr/uByte/uBuf/f1/f2 vs Mac.cryptsl EVENTS (1-arg Gets/Inits/Updates/f1-f2)",captura de eventos,,PASS,FIDELIDADE_DEMONSTRADA,capture-partition,"alfa_javap_android30_batchD.txt (Mac: 4 update overloads; 3 getInstance; 2 init; 3 doFinal); MacSpecMonitorAspect.aj:45-91; harness MAC-T1 (0 errors, MACED+GENERATED_MAC written)","expected members captured; uArr/uByte/uBuf pairwise disjoint partition of the 4 update overloads; i1/i2 exact","searched for a neighbor member matched by the update pointcuts (getMacLength/reset): none matches",host-JDK identity carriers; weaving not exercised (Beta),none,minor,0.9
ALFA-MAC-02,"MacSpec f3 (.mop:176-179) = rule f3 doFinal(output1,outOffset)",captura de eventos,FEN-MAC-F3-UNBOUND,FAIL,INCORRETA,pointcut-unresolvable-fail-open,"alfa_mac_f3_probe.txt: ajc 1.9.x over MacSpecMonitorAspect.aj:88 target(m) with m unbound -> Xlint:invalidAbsoluteTypeName WARNING + exit 0 + f3 advice never applied; descriptor JSON f3 advice carries target(m) with parameters [output,outOffset] only","on the AJC path the rule's f3 channel is ZERO-CAPTURE and the toolchain exits 0 (fail-open); doFinal(byte[],int) invisible -> complete sign... -> Finals unobserved: acceptance and macced marks for that route lost","looked for another advice or wrapper binding m for f3: none (aspect + descriptor); jca twin (jca/MacSpec.mop:76-79) has the identical shape -> inherited",dexlib2 behavior on the malformed expression not executed here (Beta),FN (silent) on every doFinal(byte[]-int) route; predicate starvation,crítica,0.95
ALFA-MAC-03,"MacSpec f3 spec-parameter binding (round standard check: every event binds the parameter)",equivalência paramétrica/ciclo de vida,FEN-MAC-F3-UNBOUND,FAIL,INCORRETA,unbound-event-broadcast,"MacSpecRuntimeMonitor.java:1684-1714 (f3Event dispatches on the root map, no per-object lookup); harness MAC-T9: one f3Event drove innocent monitor mB to InvalidSequence AND advanced foreign monitor mA to accepting; MAC-T10 shows cross-scenario contamination","if any weaving path emits f3, ONE doFinal(byte[],int) call transitions EVERY live Mac monitor in the process: per-object isolation broken in both directions (spurious fail + spurious match)","checked all other 10 events: each binds m (returning or target); f3 is the only unbound one in batch D","monitor-level drive; on the AJC path the event never fires (ALFA-MAC-02), so the two defects mask each other per path",FP on innocent instances + false acceptance,crítica,0.9
ALFA-MAC-04,"MacSpec i1/i2 condition(validate(GENERATED_KEY,key)) vs Mac.cryptsl REQUIRES (preparedHMAC; !encrypted x2 - NO generatedKey clause)",predicados/composição,FEN-MAC-KEYGATE-EXTRA,FAIL,INCORRETA,extra-oracle-read-as-suppressing-condition,"Mac.cryptsl:78-84 (no generatedKey REQUIRES); MacSpec.mop:75,94 (condition); harness MAC-T3: safe alg + unmarked key -> i1 suppressed -> 2x InvalidSequenceOfMethodCalls, ZERO UnsatisfiedConstraint","a trace fully conformant to the raw rule (safe alg, plain init, update, doFinal) is reported as 2 sequence violations solely because the key lacks a mark the rule never requires; the specific accusation never exists; precedent FEN-SSL-RANDOMIZED-EXTRA (extra-oracle reads INCORRETA)","gh101 register predicate_edges.csv row 'MacSpec generatedKey ... present' cross-checked: it contradicts the raw api30 rule (row reflects the CrySL 1.5.2 anchor) - register defect noted in ALFA-SET-13; spec's own comments (SignatureSpec.mop:55-60) state reads must sit in bodies to avoid exactly this shape","unmarked keys realizable (KeyFactory/KeyAgreement/AndroidKeyStore sources are unmonitored); scope reduction by researcher not on file",FP (2+ InvalidSequence per affected object) + FN of the intended key check,crítica,0.9
ALFA-MAC-05,"MacSpec ere g3* carrier vs ORDER Gets-Inits-(Finals|Updates+ Finals)",linguagem formal,FEN-C-CARRIER-SEQFAIL,FAIL,INCORRETA,carrier-FP+G9-breach,"product: G1u I1k walk (alfa_language_results.txt); harness MAC-T2: getInstance(DES);init;update;doFinal -> UnsafeAlgorithm + 3x InvalidSequenceOfMethodCalls (same-call pairing at i1)","rule-ORDER-conformant unsafe-alg trace: raw oracle flags ONLY the macAlg constraint; monitor adds 3 spurious sequence errors, the first paired to the same call as the specific error (pilot H2 family)","SRD in this very batch shows the alternative design with zero pairing (ALFA-SRD-07) - the FP is not inevitable",none material,FP 3x per unsafe usage + diagnostic pairing breach,crítica,0.95
ALFA-MAC-06,"MacSpec g2 (String-String) capture vs Mac.cryptsl Gets (g1=g2= 1-arg getInstance only)",captura de eventos,FEN-MAC-G2-EXTRA,FAIL,INCORRETA,extra-oracle-capture,"Mac.cryptsl:33-37; MacSpec.mop:56-62; harness MAC-T4: g2-created object completes with 0 errors and WRITES MACED/GENERATED_MAC","the raw rule models no 2-arg Gets: the monitor tracks and marks objects the oracle never tracks; predicates (MACED) become establishable from rule-untracked usage - the negated Cipher reader can then fire reports the raw oracle does not license","considered reading the duplicated g1/g2 rule lines as a generator artifact for (alg,_): rejected - the audit oracle is the raw rule (pre_registro §1)",untracked-object reading assumption declared,FP via downstream negated reads (indirect); no direct FP,major,0.75
ALFA-MAC-07,"Mac.getInstance(String-Provider) and unsafe 2-arg: no MOP event",linguagem formal,FEN-C-GETS-INVISIVEL,FAIL,INCORRETA,invisible-creation-FP-storm,"harness MAC-T5: (String,Provider)-created Mac + marked key + safe alg -> 3x InvalidSequenceOfMethodCalls + UnsafeAlgorithm with EMPTY label ('but found .') on a rule-silent object; javap: member exists on android-30","monitor born at i1 accuses a sequence violation and an algorithm violation with an empty algorithm name, on usage the raw oracle says nothing about",g2/g3 shapes of MDG show the capturable alternative (MessageDigestSpec g3 captures the Provider overload),untracked-object reading assumption declared,FP 3-4 errors per object + H4 empty-label live shape,crítica,0.9
ALFA-MAC-08,"ENSURES macced[output1-inp]/[output1-pre_input]/[output2-input] -> MACED second-place projection (§8 target: !macced[_-plainText] transcription)",predicados/composição,,PASS,FIDELIDADE_DEMONSTRADA,two-place-projection,"MacSpec.mop:33-46 (pendingInputs deferred to doFinal; @fail clears unmarked); harness MAC-T1 (MACED[data]=true only after f1); Property.java:25-36; CipherSpec.mop:95-106 reader reads the projection","marking deferred to Finals matches the rule's ENSURES site; @fail drops unfinalized data (no MAC produced - correct); the anonymous first place makes the one-place projection exact for the only reader","tried to construct a trace where update-time marking would differ observably: the deferral prevents the premature-mark FP the comment predicts; f2 direct input also marked (artifact)",reader side is pilot CipherSpec (closed round),none on this edge,minor,0.85
ALFA-MAC-09,"macced residues: uBuf data never marked; uByte marks the boxed Byte (D-S13)",predicados/composição,FEN-MAC-MACCED-RESIDUE,FAIL,LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA,registered-FN+cache-overmark,"harness MAC-T6: MACED[buf]=false, MACED[buf.array]=false after uBuf+f1 (registered FN, MacSpec.mop:130-138 comment + divergence_record D-S13 rows); MAC-T7: MACED[Byte.valueOf(42)]=true (Byte cache: identity==equality inside cache, ExecutionContext.java:18-27)","ByteBuffer-fed data is never protected by the !macced clause (FN); a single MACed byte marks the canonical Byte for the whole process (over-mark, inert today: no byte-typed MACED reader found by grep)","grep of all 23 .mop for MACED readers: only CipherSpec.mop:102 (byte[] plainText) - Byte marks cannot collide with byte[]","registered limitation still blocks full-adherence claims (modelo_semantico §7)",FN (ByteBuffer route); latent over-report if a byte-typed reader is ever added,major,0.9
ALFA-MAC-10,"REQUIRES !encrypted[output1,_]/!encrypted[output2,_] -> ENCRYPTED reads at f1/f2/f3",bindings/cláusulas,,PASS,FIDELIDADE_DEMONSTRADA,negated-read,"harness MAC-T10: f3 over an ENCRYPTED-marked buffer -> UnsatisfiedConstraint (live read); f1/f2 read the fresh return array - vacuous by identity, but the raw rule binds the same return (equal vacuity)","transcription faithful; the only live site (f3 arg) fires correctly at monitor level","noted: on the AJC path f3 never fires (ALFA-MAC-02), so the only live !encrypted site is dead end-to-end - residual filed there",f1/f2 vacuity is the rule's own,none at monitor level; FN end-to-end via f3 deadness,minor,0.85
ALFA-MAC-11,"CONSTRAINTS offset<len and length(output1)>outOffset",bindings/cláusulas,FEN-D-ARITH-OMITIDA,FAIL,OMITIDA,unregistered-constraint-omission,"Mac.cryptsl:73-75; grep of MacSpec.mop for any offset/len check: none; searched data/gh101/*.csv, data/gh101/*.md, openspec/changes/gh101-jca-spec-conformance/ for a registration: none found","two arithmetic constraints of the raw rule have no translation and no omission record","conformance_record.csv covers only the algorithm list ('anchored'); divergence_record has no Mac hunk about them",low semantic weight (arith bounds),FN (bounds violations unobserved),major,0.85
ALFA-MAC-12,"safeAlgorithms 18 entries vs rule's 12 (6 extra HMAC-*/HMAC/* spellings)",bindings/cláusulas,FEN-C-WHITELIST-EXTRA,FAIL,INCORRETA,extra-oracle-whitelist,"conformance_record.csv MacSpec row (registers the 6 as spelling variants); folding probe: all 6 unresolvable on host JDK; raw list Mac.cryptsl:71","6 spec-safe strings are raw-violating; unresolvable on the host, so the FN is an Android-provider threat (BC/Conscrypt aliases), same status as batch C KGN aliases","host resolution probe executed (alfa_foldingD_rep1.txt): no resolvable divergence witness on JDK",Android-side realizability pending,latent FN on Android providers,minor,0.8
ALFA-MAC-13,"lifecycle/interleaving (dimension 5)",equivalência paramétrica/ciclo de vida,,PASS,FIDELIDADE_DEMONSTRADA,parametric-isolation,"harness MAC-T9 setup: mA and mB evolve independently through g1/i1 until the unbound f3; weak-ref identity map (RuntimeMonitor indexing); 10 of 11 events bind m","per-object isolation holds for all bound events; the single breach is f3 (ALFA-MAC-03)","two equals-but-distinct SecretKeySpec keys used across scenarios: store is identity-based (ExecutionContext.java:18-27), no cross-marking observed",,none (except via f3),minor,0.85
ALFA-MDG-01,"MessageDigestSpec EVENTS g1/g2/g3/update/d1/d2/d3 vs rule Gets/Updates/Digests",captura de eventos,,PASS,FIDELIDADE_DEMONSTRADA,capture-partition,"alfa_javap_android30_batchD.txt (3 getInstance incl. (String,Provider); 4 updates; 3 digests); harness MDG-T5: Provider-overload safe usage -> 0 errors","g1/g2/g3 partition the three getInstance overloads - the only spec of batch D that captures (String,Provider); update(..) covers all 4 overloads = rule u1-u4 (ByteBuffer IS a rule event here); d1/d2/d3 exact","neighbor check: isEqual/reset/getDigestLength not matched by update(..) (void return required... update(..) is void-typed: reset() is void 0-arg - '(..)'-includes-zero-arity threat checked: pointcut is update(..) name-anchored, reset does not match",,none,minor,0.9
