id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
GAMA-DHG-01,"DHGenParameterSpecSpec/condition exponentSize<primeSize vs regra api30 sem CONSTRAINTS",predicados_composicao,FEN-DHG-SUPRESSAO-CONFORME,FAIL,INCORRETA,PROVADO,"DHGenParameterSpec.cryptsl (sem CONSTRAINTS) vs mop:24; artefato gen_DHGenParameterSpecSpec/.../RuntimeMonitor.java:111-115 (return false antes de handleEvent); leitores KeyPairGeneratorSpec.mop:95-99 e :106-110","construcao aceita pelo oraculo api30 e suprimida (sem evento, sem PREPARED_DH); KPG acusa UnsatisfiedConstraint no sitio/spec errados — FP realizavel com atribuicao deslocada; viola §13 (trace aceito pelo oraculo rejeitado pelo conjunto)","procurada a constraint na regra api30: inexistente; procurado registro em divergence_record/frozen_set_debt/README gh101: inexistente; vies do oraculo (ancora 1.5.2 tem a constraint) registrado","fim-a-fim nao executado nesta rodada (pendencia G10-DHG-1: harness JVM DHGen+KPG); vies availability do MetaCrySL registrado, nao corrigido","FP downstream (KPG) para traces conformes ao oraculo; FN da propria teoria do .mop (construcao exp>=prime silenciosa)",critica,0.85
GAMA-DHG-02,"DHGenParameterSpecSpec/registro gh101 da divergencia da condition",reprodutibilidade,FEN-DHG-SUPRESSAO-CONFORME,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"busca em data/gh101/divergence_record.csv (nenhuma linha DHGenParameterSpecSpec.mop), frozen_set_debt.md e README.md: nada; conformance_record.csv alega 'implication' que a regra api30 nao contem","divergencia .mop vs oraculo congelado sem classificacao em registro algum; reason do conformance_record descreve a ancora 1.5.2 sem declara-lo","procurado registro em todos os CSVs/MDs de data/gh101 e no README: inexistente","o registro pode existir fora de data/gh101 (nao encontrado nos caminhos declarados pela change)","indireto: impede rastrear a decisao e o vies",major,0.9
GAMA-DHG-03,"DHGenParameterSpecSpec/@fail e __RESET",diagnostico,FEN-GCM-SUPRESSAO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"tabela {1,2,2} RuntimeMonitor.java:68 + indexacao por objeto (um construtor por identidade): fail inalcancavel; __RESET apenas dentro do handler morto","nenhum unknown emissivel por esta spec; nenhuma cascata pos-__RESET realizavel (analogo ALFA-CIP-22 vazio)","procurado caminho de 2 eventos no mesmo monitor: impossivel por identidade","vacuidade: PASS por inexistencia de canal, nao por qualidade de mensagem","nenhum",minor,0.95
GAMA-HMC-01,"HMACParameterSpecSpec/classe monitorada vs android-30",toolchain_android,FEN-HMC-CLASSE-AUSENTE,FAIL,INCORRETA,MEDIDO,"unzip -l android-30/android.jar (sha256 96ccfdc8...): 0 entradas javax/xml/crypto; 4 demais classes presentes; leitor MacSpec.mop:99-102","spec vacua na plataforma api30 (classe so existiria embutida no app); PREPARED_HMAC inescrevivel on-platform => aresta MacSpec e acusacao garantida para qualquer Mac.init(key,params!=null) monitorado; oraculo api30 emitiu regra para classe indisponivel (vies registrado)","procurada a classe no jar congelado e registro da ausencia em gh101/README, frozen_set_debt, inventario_pareamento: inexistentes","app pode embutir a classe (JSR-105 libs) — vacuidade e da plataforma, nao universal; execucao nao realizada","na pratica FP potencial no leitor MacSpec; para HMC em si vacuidade (nem FP nem FN proprios)",major,0.9
GAMA-HMC-02,"HMACParameterSpecSpec/canal diagnostico",diagnostico,FEN-GCM-SUPRESSAO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"tabela {1,2,2} RuntimeMonitor.java:94; regra sem CONSTRAINTS/REQUIRES: nenhum trace violador existe no oraculo","@fail morto e vacuamente conforme: nao ha violacao a reportar; nenhum unknown emissivel; sem cascata __RESET","procurado trace violador na regra: inexistente (ORDER c1 unico, sem clausulas)","vacuidade depende da regra crua; sob outra ancora mudaria","nenhum",minor,0.95
GAMA-PBE-01,"PBEParameterSpecSpec/CONSTRAINTS iterationCount>=10000 e REQUIRES randomized[salt] no construtor 3-arg",captura_eventos,FEN-PBE-C2-GAP,FAIL,OMITIDA,PROVADO,"c3 casa apenas PBEParameterSpec.new(byte[],int) (mop:42-43); c2 suprime violacao (RuntimeMonitor.java: return false antes de handleEvent); PREPARED_PBE sem leitor no conjunto (grep jca_android/*.mop; predicate_omissions.csv)","new PBEParameterSpec(salt,500,paramSpec) — violacao realizavel do oraculo — nao gera evento, monitor, report nem marca; silencio total e irrecuperavel downstream => FN","procurado ramo violador 3-arg em toda a spec e leitor de PREPARED_PBE em todo o conjunto: inexistentes","realizabilidade trivial (ctor retorna normalmente) porem nao executada (pendencia G10-PBE-1: harness JVM)","FN realizavel (violacao 3-arg jamais reportada)",critica,0.9
GAMA-PBE-02,"PBEParameterSpecSpec/mensagem e categoria do c3",diagnostico,FEN-PBE-MSG-1000,FAIL,INCORRETA,OBSERVADO_EM_ARTEFATO,"mop:49-50 'expecting at least 1000 iterations' vs condition >=10000 (mop:45-48; RuntimeMonitor.java:195,199); categoria UnsafeAlgorithm vs UnsatisfiedConstraint dos irmaos IVP/SKS","mensagem falsa por 10x (desenvolvedor 'corrige' para 2000 e segue violando sem saber); categoria inconsistente contamina estatisticas por error_type; CONSTRAINT e REQUIRES conflados numa mensagem","conferido que o literal vem da spec e sobrevive ao artefato gerado","nenhuma execucao necessaria: literal no artefato","atrito diagnostico grave; sem FP/FN de deteccao",major,0.95
GAMA-PBE-03,"PBEParameterSpecSpec/reparo layer-2 do c3 (familia D-S9)",diagnostico,FEN-SET-LAYER2-REPARO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"transition_c3={0,2,2} (RuntimeMonitor.java:117); corpo reporta antes de handleEvent; flags Category ficam false; dispatch nao chama handler","erro especifico do c3 sai sozinho: sem InvalidSequenceOfMethodCalls espurio e sem acusacao deslocada — gate pre-registrado atendido neste caminho","procurada transicao c3->fail a partir de 0 e execucao de handler apos c3: inexistentes","artefato de geracao unica (determinismo do gerador verificado no piloto, REF-11)","remocao de FP espurio confirmada",minor,0.95
GAMA-PBE-04,"PBEParameterSpecSpec/ENSURES preparedPBE writer-sem-reader",reprodutibilidade,FEN-PBE-WRITER-SEM-READER,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA,OBSERVADO_EM_ARTEFATO,"predicate_omissions.csv linha PREPARED_PBE (consumidor AlgorithmParameters sem .mop; REQUIRES dropado na derivacao api30); grep confirma unico write mop:66","registro gh101 exato e coerente com o artefato: efeito morto documentado como omissao deliberada (D-S14 visto do produtor)","procurado leitor em todo o conjunto e no proprio registro: coerentes","a limitacao segue bloqueando aderencia total do conjunto (modelo_semantico §7)","nenhum adicional",minor,0.9
GAMA-PBE-05,"PBEParameterSpecSpec/registro gh101 do gap 3-arg",reprodutibilidade,FEN-PBE-C2-GAP,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"divergence_record.csv para PBEParameterSpecSpec.mop tem apenas o hunk 49b892006688 (reparo do c3); nada sobre a ausencia de ramo violador do c2","divergencia semanticamente relevante (silencio 3-arg) sem classificacao em registro","procurado em divergence_record/frozen_set_debt/README: inexistente","registro pode existir em outro artefato da change (nao encontrado nos caminhos declarados)","indireto",major,0.85
