spec,code,error_type,site_kind,event,file_line,label
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ALG-00,UnsafeAlgorithm,ALG,init,TrustManagerFactorySpec.mop:133,violation
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-CONSTR-00,UnsatisfiedConstraint,CONSTR,init,TrustManagerFactorySpec.mop:159,violation
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-02,UnsatisfiedConstraint,NOBS,init,TrustManagerFactorySpec.mop:163,platform-default
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,UnsatisfiedConstraint,NOBS,init,TrustManagerFactorySpec.mop:167,not-observed
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-CONSTR-01,UnsatisfiedConstraint,CONSTR,init,TrustManagerFactorySpec.mop:178,violation
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-01,UnsatisfiedConstraint,NOBS,init,TrustManagerFactorySpec.mop:182,not-observed
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-01,InvalidSequenceOfMethodCalls,ORDER,@fail,TrustManagerFactorySpec.mop:265,creation-unobserved
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,InvalidSequenceOfMethodCalls,ORDER,@fail,TrustManagerFactorySpec.mop:269,sequence
KeyManagerFactorySpec,KEYMANAGERFACTORY-ALG-00,UnsafeAlgorithm,ALG,init,KeyManagerFactorySpec.mop:129,violation
KeyManagerFactorySpec,KEYMANAGERFACTORY-CONSTR-00,UnsatisfiedConstraint,CONSTR,init,KeyManagerFactorySpec.mop:135,violation
KeyManagerFactorySpec,KEYMANAGERFACTORY-NOBS-02,UnsatisfiedConstraint,NOBS,init,KeyManagerFactorySpec.mop:139,platform-default
KeyManagerFactorySpec,KEYMANAGERFACTORY-NOBS-00,UnsatisfiedConstraint,NOBS,init,KeyManagerFactorySpec.mop:143,not-observed
KeyManagerFactorySpec,KEYMANAGERFACTORY-CONSTR-01,UnsatisfiedConstraint,CONSTR,init,KeyManagerFactorySpec.mop:164,violation
KeyManagerFactorySpec,KEYMANAGERFACTORY-NOBS-01,UnsatisfiedConstraint,NOBS,init,KeyManagerFactorySpec.mop:168,not-observed
KeyManagerFactorySpec,KEYMANAGERFACTORY-ORDER-01,InvalidSequenceOfMethodCalls,ORDER,@fail,KeyManagerFactorySpec.mop:222,creation-unobserved
KeyManagerFactorySpec,KEYMANAGERFACTORY-ORDER-00,InvalidSequenceOfMethodCalls,ORDER,@fail,KeyManagerFactorySpec.mop:226,sequence
SSLContextSpec,SSLCONTEXT-FORB-00,ForbiddenMethod,FORB,getDefault,SSLContextSpec.mop:140,violation
SSLContextSpec,SSLCONTEXT-PROTO-00,UnsafeProtocol,PROTO,init,SSLContextSpec.mop:246,violation
SSLContextSpec,SSLCONTEXT-CONSTR-00,UnsatisfiedConstraint,CONSTR,init,SSLContextSpec.mop:251,violation
SSLContextSpec,SSLCONTEXT-NOBS-03,UnsatisfiedConstraint,NOBS,init,SSLContextSpec.mop:255,platform-default
SSLContextSpec,SSLCONTEXT-NOBS-00,UnsatisfiedConstraint,NOBS,init,SSLContextSpec.mop:259,not-observed
SSLContextSpec,SSLCONTEXT-CONSTR-01,UnsatisfiedConstraint,CONSTR,init,SSLContextSpec.mop:275,violation
SSLContextSpec,SSLCONTEXT-NOBS-04,UnsatisfiedConstraint,NOBS,init,SSLContextSpec.mop:279,platform-default
SSLContextSpec,SSLCONTEXT-NOBS-05,UnsatisfiedConstraint,NOBS,init,SSLContextSpec.mop:283,application-manager
SSLContextSpec,SSLCONTEXT-NOBS-01,UnsatisfiedConstraint,NOBS,init,SSLContextSpec.mop:287,not-observed
SSLContextSpec,SSLCONTEXT-CONSTR-02,UnsatisfiedConstraint,CONSTR,init,SSLContextSpec.mop:292,violation
SSLContextSpec,SSLCONTEXT-NOBS-06,UnsatisfiedConstraint,NOBS,init,SSLContextSpec.mop:296,platform-default
SSLContextSpec,SSLCONTEXT-NOBS-02,UnsatisfiedConstraint,NOBS,init,SSLContextSpec.mop:300,not-observed
SSLContextSpec,SSLCONTEXT-ORDER-01,InvalidSequenceOfMethodCalls,ORDER,@fail,SSLContextSpec.mop:373,creation-unobserved
SSLContextSpec,SSLCONTEXT-ORDER-00,InvalidSequenceOfMethodCalls,ORDER,@fail,SSLContextSpec.mop:377,sequence
