id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
GAMA-TMF-01,"TMF ORDER Gets,Init vs unsafeAlg row + i1 body report",diagnostico,FEN-C-PAIRING-IMEDIATO,FAIL,INCORRETA (executed FP + G9 pairing breach),diagnostico_executado,"harness tmf_a (gama_harness_output.txt rep1 sha f72ec03b...): [g1(X509) suppressed, g3, i1, gtm1] -> UnsafeAlgorithm 'but found X509.' AND InvalidSequenceOfMethodCalls(unknown) at the SAME i1 line; table Prop_1_transition_i1={3,2,3,3} (TrustManagerFactorySpecRuntimeMonitor.java:196); rule TrustManagerFactory.cryptsl:32-37 makes algo a CONSTRAINT not an ORDER clause",Trace ORDER-conformant per the rule is accused of InvalidSeq alongside the correct constraint report; pre_registro par.3 diagnostic FAIL criterion met verbatim,"frozen_set_debt.md:220-250 (task 3b.11b) registers the delayed-accusation residue and D-S9 grounds - read in full; it states the accusation 'moves to the next call' but never states the specific report and the spurious fail land on the SAME call",harness drives generated event methods not woven DEX (G10 pendency); registered-residue status may be argued as researcher-accepted - no scope reduction is on file,FP (spurious InvalidSeq on every unsafe-algorithm-then-init flow; MemorizingTrustManager X509 route realizable in the wild),critica,0.95
GAMA-TMF-02,TMF gtm? optional event after __RESET,diagnostico,FEN-C-DELAYED,FAIL,INCORRETA (delayed residue executed),diagnostico_executado,"harness tmf_a record 3: InvalidSeq(unknown) at the gtm1 line after the i1 fail's __RESET (state 0, gtm1={3,3,0,3} row TrustManagerFactorySpecRuntimeMonitor.java:198); batch B FEN-PBK-RESIDUO shape on the rule's own optional gtm",The rule's own optional getTrustManagers is accused after the pairing - one misalignment produces 3 records,Searched frozen_set_debt.md 3b.11b for the cascade-multiplicity consequence: describes one moved accusation only,Same G10 pendency; multiplicity depends on which events follow in the real app,FP (one extra record per subsequent event),major,0.9
GAMA-TMF-03,TMF Gets aggregate: g2 conforming-only; no unsafe 2-arg event,captura_eventos,FEN-C-UNSAFE-2ARG,FAIL,INCORRETA (executed via first-event route),captura+diagnostico_executado,"harness tmf_c: i1 as first observed event -> UnsafeAlgorithm 'expecting one of PKIX but found .' + InvalidSeq(unknown) same line; .mop:44-50 g2=(String,..) gated by condition(safe), g3 pointcut 1-arg only (.mop:52-57); CipherSpec divergence row b532e439f79a registers this exact defect class as REPAIRED for Cipher by widening the invalid event to (String, ..)",Unsafe algorithm through the 2-arg getInstance matches no event; the following init is accused from state 0 with the historical empty 'but found .' label - the H4 empty-label shape has a LIVE route in the current artifact,"Searched data/gh101 (divergence_record.csv, conformance_record.csv, frozen_set_debt.md, README.md) for a TMF/KMF/KGN/SSL counterpart of the Cipher arity widening: 0 hits",Realizability requires an app passing a provider with an unsafe algorithm; matcher half (ajc/dexlib2) is Beta's lane - monitor half executed here,FP + wrong category + empty diagnostic label,major,0.9
GAMA-TMF-04,TMF conformant flow + predicate lifecycle,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA (repairs hold),predicados_executado,"harness tmf_b: [g1(PKIX), i1(marked ks), gtm1] -> 0 records; validate(GENERATED_TRUST_MANAGERS, tms)=true; per-object MapOfMonitor _mf_Map (artifact :465); 2-arg removes at @fail (.mop:144-145)",gh101 gtm1 4-defect repair (row 038a616babd0) and per-object removes verified working on the conformant path,Attempted to falsify with the same harness that exposed the FP paths,Direct-drive caveat (G10),none observed on this path,n/a,0.9
GAMA-TMF-05,TMF historical 18029 lines vs current mechanism,diagnostico,FEN-C-PAIRING-IMEDIATO,INCONCLUSIVE,INCONCLUSIVA (attribution deferred to replay),historico_hipotese,"gama_errors_batchC.py (freeze sha 78023def... checked in-script): 18029 lines / 22 unique_msg / 64 APKs / 70 sites; cells=4602 both=4599 only_generic=0 only_specific=3; literals ONLY 'but found .' 8371 + 'but found X509.' 643; gh101 task 8.1 (frozen_set_debt.md:160-215) documents wrapper-collision cause for the label and per-site message-shape measurement",Historical pairing signature is exactly what creation-at-i1 + lost g1 produces and what the current artifact still produces at unsafeAlg (tmf_a); zero only-generic cells = no InvalidSeq ever fired without the body report - consistent in every stratum,Pre-repair pre-GH100 data - hypothesis generator only (protocol par.12); pseudoreplication controlled by cell/site units,Cannot causally attribute historical lines without paired replay,n/a (historical),n/a,0.85
GAMA-KMF-01,"KMF ORDER Gets,Init vs unsafeAlg row + i1 body report",diagnostico,FEN-C-PAIRING-IMEDIATO,FAIL,INCORRETA (executed FP + pairing + delayed residue),diagnostico_executado,"harness kmf_a: [g1(SunX509) suppressed, g3, i1, gkm1] -> UnsafeAlgorithm ' expecting one of PKIX but found SunX509.' + InvalidSeq at i1 line + InvalidSeq at gkm1 line; tables KeyManagerFactorySpecRuntimeMonitor.java:192-197 identical to TMF; note leading-space message defect ' expecting'",TMF twin executed independently; SunX509 is the JavaSE-default algorithm literal - jca-whitelisted apps migrating hit this immediately,frozen_set_debt.md 3b.11b covers KMF unsafeAlg by name - same registered-residue caveat as TMF-01,G10 pendency,FP x2 + specific (3 records for one constraint violation),critica,0.95
GAMA-KMF-02,KMF unsafe 2-arg getInstance,captura_eventos,FEN-C-UNSAFE-2ARG,FAIL,INCORRETA (structural twin of TMF-03),captura_estrutural,"g2=(String,..) conforming-only (.mop:42-48), g3 1-arg (.mop:50-55); i1={3,2,3,3} from state 0 -> fail; executed twin tmf_c",Same invisible-creation + empty-label route,Same register search as TMF-03: 0 hits,Not separately executed (table + executed twin); route inference,FP + empty label,major,0.85
GAMA-KMF-03,KMF conformant flow + predicate lifecycle,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,predicados_executado,"harness kmf_b: 0 records; validate(GENERATED_KEY_MANAGERS, kms)=true after gkm1; 2-arg removes (.mop:127-128, rows d2f6d5180a06/071018c2d218)",Layer-2 remove repairs verified working,Falsification attempted via the FP scenarios,G10,none on this path,n/a,0.9
GAMA-SSL-01,SSL ORDER Gets Init vs unsafeProtocol row + init body report,diagnostico,FEN-C-PAIRING-IMEDIATO,FAIL,INCORRETA (executed FP),diagnostico_executado,"harness ssl_a (all three REQUIRES pre-marked to isolate): [g1(SSLv3) suppressed, unsafe_protocol, init] -> UnsafeProtocol 'but found SSLv3.' + InvalidSeq(unknown) at the SAME init line; init={3,3,1,3} (SSLContextSpecRuntimeMonitor.java:173); rule SSLContext.cryptsl:38-43 makes protocol a CONSTRAINT",Same-call pairing in the third spec; divergence row 8fee071a456e verifies only the unsafe_protocol row repair - the init-from-0 fail is outside it,frozen_set_debt.md 3b.11b lists SSL among the 13; same registered-residue caveat,G10,FP on every unsafe-protocol-then-init flow,critica,0.95
GAMA-SSL-02,"SSL Gets aggregate g2: getInstance(protocol, _)",captura_eventos,FEN-C-UNSAFE-2ARG,FAIL,INCORRETA (executed FP on conformant trace),captura+diagnostico_executado,"javap over frozen android-30 (sha 96ccfdc8... = toolchain manifest): getInstance has (String), (String,String), (String,Provider); spec g2 pointcut is (String,String) ONLY (.mop:38-44); harness ssl_c (predicates marked): init as first event -> InvalidSeq + UnsafeProtocol 'but found .'","A fully rule-conformant creation route - getInstance(protocol, provider-object) - is invisible; its init is accused and labeled empty; the rule's g2 '_' covers any second argument","Searched gh101 registers for the (String,Provider) gap: 0 hits; KMF/TMF use (String,..) so the gap is SSL-specific",Matcher half inferred (Beta lane); monitor half executed,FP + FN (unsafe 2-arg also invisible) + empty label,critica,0.9
GAMA-SSL-03,SSL Engine aggregate se1/se2 - engine event capture,captura_eventos,FEN-SSL-ENGINE-DEAD,FAIL,INCORRETA (dead pointcut - zero-fire),captura_artefato+api,"Pointcut declares 'call(public void SSLContext.createSSLEngine(..))' (.aj:60, descriptor JSON expression identical); frozen android-30 class bytes: 'public final SSLEngine createSSLEngine()' and '(String,int)' - return type SSLEngine not void; same defect class the register documents as repaired for TMF gtm1 (row 038a616babd0: 'the KeyManager[] return declared in the pointcut, which getTrustManagers() never has')",Engine events can never fire: Engine-position ORDER violations (engine before init; engine on getDefault context) unobservable = FN; GENERATE_SSL_ENGINE writer dead (predicate registered terminal - predicate_omissions.csv:7 - so no downstream starvation); inherited from jca (identical line in twin),"Searched registers for createSSLEngine/SSLEngine capture rows: only predicate-terminal rows; adviceDidNotMatch not compiled this round (ajc probe = Beta/G6, named)",AspectJ/dexlib2 matcher behavior inferred from declared semantics + the register's own precedent; not executed,FN (whole Engine clause) + dead ENSURES writer,critica,0.85
GAMA-SSL-04,SSL init 3x REQUIRES same __LOC,diagnostico,FEN-SET-DEDUPE,FAIL,INCORRETA (executed collapse 3->1),diagnostico_executado,"harness ssl_b: km, tm AND random all unmarked at one init -> exactly 1 record (the km clause); ErrorDescription.equals/hashCode over ErrorSummary excluding expecting (ErrorDescription.java:108-139, re-verified this round); ErrorCollector HashSet add (:40-44)",Three distinct rule clauses (generatedKeyManager/generatedTrustManager/randomized) are structurally indistinguishable at one site - 2 of 3 permanently masked; batch B FEN-SET-DEDUPE recurrence with a 3-clause instance,Control: single-clause violation also 1 record - the collapse key is (type/spec/loc) not content; advice text order fixes the survivor (km first),dexlib2 advice order may change the survivor not the collapse,FN (2 of 3 REQUIRES diagnoses lost per site),major,0.95
GAMA-SSL-05,SSL Engine? cardinality,linguagem_formal,FEN-SSL-ENGINE-LOOP,FAIL,INCORRETA (FN direction; masked by dead capture),linguagem_artefato,"engine={3,1,3,3} loops end->end (artifact :174); rule ORDER 'Gets, Init, Engine?' admits at most ONE Engine; harness ssl_d: 2nd engine accepted silently",Monitor language admits engine* where the rule admits engine? - FN on multi-engine contexts,Rule read for an outer loop: none; realizable only if SSL-03 is repaired,Direct-drive only (capture dead in production),FN,minor,0.85
GAMA-SSL-06,SSL FORBIDDEN getDefault() => Gets,bindings_clausulas,FEN-SSL-GETDEFAULT-OMITIDA,FAIL,OMITIDA (unregistered),clausula_ausente,"Rule SSLContext.cryptsl:16-19 states the FORBIDDEN block; grep getDefault/FORBIDDEN across the .mop (0 hits) and across data/gh101 (0 hits); android-30 declares public static getDefault()",A forbidden call has no event and no report channel; if init follows a default context the monitor emits displaced InvalidSeq+empty-label instead of the forbidden-call diagnosis,"Searched predicate_omissions.csv, divergence_record.csv, frozen_set_debt.md, README.md for a deliberate-omission register: 0 hits",Rule's => Gets continuation semantics partly ambiguous - flagged for Alfa,FN (forbidden route) + displaced FP when init follows,major,0.9
GAMA-SSL-07,SSL historical 26312 lines,diagnostico,FEN-C-PAIRING-IMEDIATO,INCONCLUSIVE,INCONCLUSIVA (attribution deferred),historico_hipotese,"Stratification: 26312/30/62/125; InvalidSeq 17510 (66.5%) / UnsafeProtocol 8802; cells both=4507 only_generic=3967; literals: 'TLS' 8648, 'SSL' 103, '.' 51 - 'TLS' is a jca-narrow-list artifact (jca protocols={TLSV1.2,TLSV1.3}); jca_android realigns to the rule's 7 (conformance row 19)",Expected drop of the 8648 TLS lines in any future jca_android campaign is ORACLE ALIGNMENT not repair (protocol par.3.10); only-generic cells consistent with cascade/interleaving mechanisms,Group 8 register (frozen_set_debt.md:198-215) accounts for the 51 empty labels via wrapper collision - verified read; current artifact retains a live empty-label route (ssl_c),Pre-repair data; no causal claim,n/a,n/a,0.85
GAMA-SSL-08,SSL conformant flow + predicate reads,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA (repairs hold),predicados_executado,"harness ssl_d: conformant TLS flow with marked km/tm/random -> 0 records; the three REQUIRES reads (rows 59-61 'missing' = pre-repair baseline; repair rows 76-81) verified working per-object",gh101 task 3.2 predicate reads real and clause-specific in isolation (collapse aside),Falsification via ssl_b/ssl_c,G10,none on this path,n/a,0.9
GAMA-KST-01,KST spec parameter ks never bound,bindings_clausulas,FEN-KST-GLOBAL,FAIL,INCORRETA (global broadcast monitor; executed FP),bindings_executado,"Spec declares KeyStoreSpec(KeyStore ks) (.mop:21); every event binds k not ks (.mop:30-79); artifact has ZERO MapOfMonitor and only Tuple2 KeyStoreSpec__Map empty-binding broadcast (KeyStoreSpecRuntimeMonitor.java:498, Set :27); harness kst_a: two individually-conformant interleaved keystores -> 3 spurious InvalidSeq",The round-manifest standard indexing check fails its second half for ALL 7 events - a spec that DECLARES a parameter but never binds it (new sub-shape of FEN-STREAMS-MONITOR-GLOBAL / KPR-c1 family); per-process automaton over all KeyStore objects,"Searched data/gh101 for KeyStoreSpec parameter/slice/global rows: 0 hits (grep output preserved); gh101's own census keyed AbstractSynchronizedMonitor (design.md:190) - KST is AbstractSynchronizedMonitor yet global, invisible to that signature",G10 (weave/device); interleaving frequency in real apps unmeasured,FP (any interleaved multi-keystore process) + identity loss in @match,critica,0.95
